Data,Label
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
Ainaam jetne kei liye OTP hame bataye,S
Kyaa Sameed ke result agaya?,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ap ka lucky draw nikla h apna account number da da for transfer.,S
Kyaa aaap theek hain?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Ainaam jetne kei liye OTP haime bataye,S
Mam ma apke bank sa baat kr rahai hu plz apna bank number bata da,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Aoa ma nadra sa baat kr raha hu mujha ap ke id card number ki zarurt ha,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
AJ KAL KAHA HUTA HA,N
kia khila ra phir,N
mera bank ka masla hua wa aap aapna account number bhaij sakta hu plz,S
Ainaam jetne kei liye OTP hame bataye,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
hn yaar kesa h,N
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
Aoa ma nadra sa baat kr rah hu mujh aap ke id card number ki zarurt h,S
Ap kaa bank account freeze ho gaya,S
mera bank kaa masla hua wa aap aapna account number bhaij sakta hu plese,S
Aaap kyaa krrhi haiin?,N
AJ KAL KAHA HUTA HA,N
AJ KAL KAHA HUTA HA,N
mama uncle ku na bhaja ma khud a jao ga,N
Baba kyaa krrhey haiin?,N
Aaj khaianey mai kyaa banaya?,N
Aaj mosam kesaa hi?,N
Ap ka bank account freeze ho gaya,S
Sameed kesaa hi?,N
aoa uncle ma apkaa cousin bat kr rah hu mujh paisa chhiya,S
Ap ke bank account freeze ho gaya,S
Ainaam jetne kei liye OTP hame bataye,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
AJ KAL KAHA HUTA HA,N
Ap ke bank account freeze ho gaya,S
mera bank ke masla hua wa ap apna account number bhaj sakta hu plz,S
meri beti ki tabiyat kharab ha please paisa bhaj da,S
Aaj khaaney mai kyaa banaya?,N
Mam ma aapka bank sa baat kr raha hu plz aapna bank number bata da,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
mama uncle ku na bhja ma khud a jao ga,N
maam plz aapna bank account number da da,S
Hello ma kesi hu ap,N
ma hospital ma hu mujh paisu ki zarurat h,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
Kyaa aap theek hain?,N
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Hello ma kesi hu ap,N
hn yaar kasa ha,N
kia kerna phir aga,N
Mam ma apka bank sa baat kr rah hu please apna bank number bata da,S
AJ KAL KAHA HUTA HA,N
deye gaye number par rabta karke ainaam jete,S
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
hn yaar kesa h,N
hn yaar kesa hai,N
kia kerna phir aga,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Aoa ma nadra sa baat kr raha hu mujha ap kaa id card number ki zarurt ha,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Mam ma aapkaa bank sa baat kr raha hu plese aapna bank number bata da,S
Kyaa aap theek hain?,N
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
Hello ma kaasi hu ap,N
Ainaam jetne kei liye OTP haime bataye,S
Baba kyaa krrhey hin?,N
kia khila ra phir,N
hn yaar kasa hai,N
Baba kyaa krrhey haiin?,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
AJ KAL KAHA HUTA HA,N
mera bank kaa masla hua wa ap apna account number bhaij sakta hu please,S
kia chail rahai hai,N
maam plz apna bank account number da da,S
Baba kidher haiin?,N
Hello ma kaasi hu aap,N
kia karna phir aga,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
kia chal raha ha,N
AJ KAL KAHA HUTA HA,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
deye gaye number par rabta karke ainaam jete,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
deye gaye number par rabta kerke ainaam jete,S
Ap ka lucky draw nikla ha aapna account number da da for transfer.,S
ghr wala theek h,N
Baba kyaa krrhey hain?,N
kia khila ra phir,N
Aaj khaianey mai kyaa banaya?,N
Ap ka bank account freeze ho gaya,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
deye gaye number par rabta kaarke ainaam jete,S
Sameed kesaa hai?,N
Aoa ma nadra sa baat kr raha hu mujha ap kaa id card number ki zarurt ha,S
deye gaye number par rabta karke ainaam jete,S
aoa uncle ma apke cousin bat kr raha hu mujha paisa chahiya,S
ma hospital ma hu mujh paisu ki zarurat h,S
Aap kyaa krrhi haiin?,N
Aap kyaa krrhi hain?,N
dada ki tabiyat kasi h ab,N
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
dada ki tabiyat kasi ha ab,N
kia chl rah h,N
maam please apna bank account number da da,S
Baba kidher hin?,N
Ap ka lucky draw nikla h aapna account number da da for transfer.,S
Ap ke bank account freeze ho gaya,S
mama uncle ku na bhja ma khud a jao ga,N
Aoa ma nadra sa baat kr rahai hu mujhai ap kaa id card number ki zarurt hai,S
dada ki tabiyat kesi ha ab,N
hn yaar kesa hai,N
Sameed kesaa hai?,N
Aap kyaa krrhi hain?,N
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
maam plese apna bank account number da da,S
kia khila ra phir,N
Aaap kyaa krrhi hin?,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Baba kyaa krrhey haiin?,N
hn yaar kasa hai,N
Aaap kyaa krrhi hin?,N
Kyaa Sameed ke result agaya?,N
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
Aaj khaaney mai kyaa banaya?,N
Aaj khaaney mai kyaa banaya?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
AJ KAL KAHA HUTA HA,N
Sameed kesaa hai?,N
Mam ma apke bank sa baat kr rahai hu plese apna bank number bata da,S
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
hn yaar kesa h,N
dada ki tabiyat kaasi ha ab,N
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Ainaam jetne kei liye OTP hame bataye,S
dada ki tabiyat kaasi h ab,N
ma apkaa daraz kaa packaagae kla rah hu plz location bata da,N
Ainaam jetne kei liye OTP hme bataye,S
Sameed kesaa hi?,N
ji ach tu apkaa naam h card par chla otp plz bhj da,S
Ainaam jetne kei liye OTP hme bataye,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Ainaam jetne kei liye OTP hame bataye,S
AJ KAL KAHA HUTA HA,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
Kyaa aap theek haiin?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Mam ma aapke bank sa baat kr rahai hu please aapna bank number bata da,S
ji acha tu aapkaa naam ha card par chala otp please bhaj da,S
Ainaam jetne kei liye OTP hame bataye,S
Aaj mosam kesaa hai?,N
Ap ka bank account freeze ho gaya,S
Ainaam jetne kei liye OTP haime bataye,S
ji acha tu apke naam ha card par chala otp please bhaj da,S
aoa uncle ma aapke cousin bat kr rah hu mujh paisa chhiya,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam ap ka order kidr lana ha,N
mera bank ke masla hua wa aap aapna account number bhj sakta hu plz,S
Baba kyaa krrhey haiin?,N
Ap ka lucky draw nikla h apna account number da da for transfer.,S
ma apkaa daraz kaa packaagae kla raha hu plz location bata da,N
ma apka daraz ka packagae kla raha hu please location bata da,N
Baba kidher hin?,N
Aoa ma nadra sa baat kr rah hu mujh ap ke id card number ki zarurt h,S
ji mam ap kaa order kidr lana h,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
aoa uncle ma apka cousin bat kr rah hu mujh paisa chhiya,S
Aap kyaa krrhi hin?,N
deye gaye number par rabta kerke ainaam jete,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Mam ma aapkaa bank sa baat kr rahai hu plz aapna bank number bata da,S
apka account hack ho gaya hai sahi karni kei liye OTP batayin,S
Kyaa Sameed ke result agaya?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
ghar wala theek ha,N
Baba kyaa krrhey hain?,N
Mam ma apkaa bank sa baat kr raha hu plese apna bank number bata da,S
Ap ke bank account freeze ho gaya,S
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
mera bank ke masla hua wa aap aapna account number bhj sakta hu please,S
aapka account haick ho gaya haii sahi karni kei liye OTP batayin,S
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
Sameed kesaa hi?,N
Baba kyaa krrhey haiin?,N
AJ KAL KAHA HUTA HA,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
Ainaam jetne kei liye OTP haime bataye,S
aoa uncle ma aapka cousin bat kr raha hu mujha paisa chahiya,S
maam plz aapna bank account number da da,S
Aaj khaianey mai kyaa banaya?,N
Ap ka lucky draw nikla hai aapna account number da da for transfer.,S
AJ KAL KAHA HUTA HA,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
ji mam aap kaa order kidr lana hai,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ma apkaa daraz kaa packaagae kla rahai hu plz location bata da,N
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
Ap ka bank account freeze ho gaya,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
mera bank ke masla hua wa aap aapna account number bhaij sakta hu please,S
kia kerna phir aga,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
kia karna phir aga,N
Aaap kyaa krrhi hin?,N
Aaj mosam kesaa hi?,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu plese,S
aapkaa account haick ho gaya haii sahi kaarni kei liye OTP batayin,S
Aaj khaaney mai kyaa banaya?,N
mera bank ka masla hua wa aap aapna account number bhaj sakta hu please,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Ap kaa bank account freeze ho gaya,S
kia khila ra phir,N
Kyaa Sameed ke result agaya?,N
hn yaar kasa h,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
apka account hack ho gaya hai sahi karni kei liye OTP batayin,S
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Baba kyaa krrhey hin?,N
apke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
mera bank kaa masla hua wa ap apna account number bhj sakta hu plz,S
hn yaar kasa hai,N
mera bank ka masla hua wa aap aapna account number bhaij sakta hu plese,S
dada ki tabiyat kaasi h ab,N
kia chal raha ha,N
Aaj mosam kesaa haii?,N
AJ KAL KAHA HUTA HA,N
mera bank ka masla hua wa aap aapna account number bhj sakta hu please,S
maam please apna bank account number da da,S
Mam ma aapka bank sa baat kr raha hu plese aapna bank number bata da,S
apke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
kia khila ra phir,N
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
Hello ma kaasi hu aap,N
aoa uncle ma apkaa cousin bat kr rah hu mujh paisa chhiya,S
Hello ma kaasi hu ap,N
sir ap ki lottery nikla ha apna contact number share kr da,S
AJ KAL KAHA HUTA HA,N
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
deye gaye number par rabta karke ainaam jete,S
aoa uncle ma aapka cousin bat kr rah hu mujh paisa chhiya,S
Hello ma kesi hu aap,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
mera bank kaa masla hua wa ap apna account number bhaj sakta hu please,S
kia khila ra phir,N
Ainaam jetne kei liye OTP hame bataye,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
kia karna phir aga,N
Baba kidher haiin?,N
kia chail rahai hai,N
ghr wala theek h,N
ji ach tu apke naam h card par chla OTP plese bhj da,S
ji acha tu aapke naam ha card par chala OTP plese bhaj da,S
Aaap kyaa krrhi hain?,N
Sameed kesaa hi?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
ma apke daraz ke packegae kla rahai hu plz location bata da,N
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
aoa uncle ma aapke cousin bat kr rah hu mujh paisa chhiya,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
hn yaar kasa h,N
kia kaarna phir aga,N
ghar wala theek ha,N
Ap kaa bank account freeze ho gaya,S
Kyaa Sameed ke result agaya?,N
AJ KAL KAHA HUTA HA,N
ji ach tu aapka naam h card par chla OTP plz bhj da,S
kia chail rahai hai,N
Kyaa Sameed ke result agaya?,N
Kyaa Sameed ka result agaya?,N
mera bank kaa masla hua wa aap aapna account number bhaij sakta hu please,S
Ap ka bank account freeze ho gaya,S
kia chl rah h,N
ma aapke daraz ke packegae kla rah hu plz location bata da,N
dada ki tabiyat kaasi hai ab,N
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
deye gaye number par rabta kerke ainaam jete,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
kia chal raha ha,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
ma aapka daraz ka packagae kla rahai hu plese location bata da,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa Sameed ka result agaya?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
aoa uncle ma apke cousin bat kr rahai hu mujhai paisa chaihiya,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Ainaam jetne kei liye OTP hame bataye,S
kia kaarna phir aga,N
hn yaar kesa h,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Mam ma aapkaa bank sa baat kr rah hu plese aapna bank number bata da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Hello ma kasi hu aap,N
Ap ke bank account freeze ho gaya,S
maam please apna bank account number da da,S
Aap kyaa krrhi haiin?,N
ji acha tu aapkaa naam ha card par chala OTP plese bhaj da,S
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
dada ki tabiyat kaasi hai ab,N
mama uncle ku na bhja ma khud a jao ga,N
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
Hello ma kaasi hu ap,N
Ap ka lucky draw nikla h apna account number da da for transfer.,S
Kyaa aap theek hain?,N
dada ki tabiyat kaasi hai ab,N
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Mam ma apka bank sa baat kr rahai hu plese apna bank number bata da,S
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plese,S
Baba kidher hain?,N
Aaj khaianey mai kyaa banaya?,N
AJ KAL KAHA HUTA HA,N
Ap ka bank account freeze ho gaya,S
ma aapkaa daraz kaa packaagae kla rahai hu plz location bata da,N
ji achai tu apka naam hai card par chaila OTP plz bhaij da,S
ma aapkaa daraz kaa packaagae kla rah hu plese location bata da,N
Hello ma kesi hu ap,N
Aaj khaaney mai kyaa banaya?,N
hn yaar kesa ha,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
kia kerna phir aga,N
Aaj mosam kesaa hai?,N
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam ap ke order kidr lana ha,N
Aaj khaaney mai kyaa banaya?,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
kia karna phir aga,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
Baba kyaa krrhey haiin?,N
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
ma hospital ma hu mujh paisu ki zarurat h,S
maam plz apna bank account number da da,S
Mam ma apkaa bank sa baat kr raha hu plese apna bank number bata da,S
Kyaa aaap theek hin?,N
Kyaa Sameed kaa result agaya?,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Kyaa Sameed ka result agaya?,N
maam plese aapna bank account number da da,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Aap kyaa krrhi hin?,N
Sameed kesaa haii?,N
mera bank kaa masla hua wa ap apna account number bhaj sakta hu please,S
Aoa ma nadra sa baat kr rah hu mujh aap ka id card number ki zarurt h,S
Ap ka bank account freeze ho gaya,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
sir ap ki lottery nikla h apna contact number shre kr da,S
ma hospital ma hu mujh paisu ki zarurat h,S
Kyaa aap theek hin?,N
hn yaar kesa h,N
ma hospital ma hu mujh paisu ki zarurat h,S
AJ KAL KAHA HUTA HA,N
Ap kaa bank account freeze ho gaya,S
kia kerna phir aga,N
deye gaye number par rabta kerke ainaam jete,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
mama uncle ku na bhja ma khud a jao ga,N
aoa uncle ma apkaa cousin bat kr raha hu mujha paisa chahiya,S
Kyaa Sameed ka result agaya?,N
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
mama uncle ku na bhaija ma khud a jao ga,N
ji ach tu apkaa naam h card par chla otp plese bhj da,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
Ap ke bank account freeze ho gaya,S
ma aapke daraz ke packegae kla rahai hu please location bata da,N
apkaa account haick ho gaya haii sahi kaarni kei liye OTP batayin,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
Hello ma kaasi hu ap,N
mera bank ke masla hua wa aap aapna account number bhaj sakta hu plese,S
Hello ma kesi hu aap,N
Aaj khaney mai kyaa banaya?,N
ghar wala theek ha,N
Aap kyaa krrhi haiin?,N
ji mam ap kaa order kidr lana hai,N
aapke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Sameed kesaa hi?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap kaa id card number ki zarurt hai,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
dada ki tabiyat kaasi h ab,N
Mam ma aapke bank sa baat kr raha hu please aapna bank number bata da,S
apkaa account hack ho gaya hai sahi kaarni kei liye OTP batayin,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
ma hospital ma hu mujha paisu ki zarurat ha,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
